sample_pos	sample_index	font	target_char	ref_idx	style_char	value_mean	value_median	value_std	value_min	value_max	value_q1	value_q3	context_mean	context_median	context_std	context_min	context_max	context_q1	context_q3	raw_style_token_mean	raw_style_token_median	raw_style_token_std	raw_style_token_min	raw_style_token_max	raw_style_token_q1	raw_style_token_q3	same_position_mass	attention_entropy
0	72871	方正兰亭特黑扁简体	已	0	唱	0.010652842000126839	-0.03515460714697838	0.34152790904045105	-0.9016731977462769	1.0556650161743164	-0.2031726986169815	0.2597430944442749	0.012075084261596203	0.02571743354201317	0.6258549094200134	-1.4438962936401367	1.617488145828247	-0.4134250283241272	0.4420250654220581	-0.02985231764614582	-0.06946495175361633	0.7213297486305237	-1.8780837059020996	1.890620470046997	-0.5176833271980286	0.41129252314567566	0.00869552232325077	4.388933181762695
0	72871	方正兰亭特黑扁简体	已	1	邮	0.0034011616371572018	-0.015705034136772156	0.32236525416374207	-0.9383453130722046	1.1624830961227417	-0.19918960332870483	0.2139725685119629	0.022716565057635307	0.03915674239397049	0.6107257604598999	-1.5752501487731934	1.848505973815918	-0.3883010447025299	0.40377068519592285	-0.008132994174957275	-0.01779680699110031	0.6982778906822205	-1.9682469367980957	1.8620197772979736	-0.5054331421852112	0.43739473819732666	0.007803183980286121	4.372090816497803
0	72871	方正兰亭特黑扁简体	已	2	笆	0.00941874086856842	-0.0182240791618824	0.30785563588142395	-0.808508038520813	1.0106003284454346	-0.1730484962463379	0.20178911089897156	0.03262363001704216	0.030023574829101562	0.5959243774414062	-1.4917080402374268	1.429922103881836	-0.3949742019176483	0.44474977254867554	-0.0506192184984684	-0.051681261509656906	0.6408874988555908	-1.9883766174316406	1.5350086688995361	-0.5196952819824219	0.39051541686058044	0.010306939482688904	4.372434139251709
0	72871	方正兰亭特黑扁简体	已	3	刃	0.013275587931275368	0.010870009660720825	0.3143639862537384	-0.7725104689598083	0.9089806079864502	-0.20800349116325378	0.22369027137756348	0.04127766937017441	0.0589480996131897	0.5529196858406067	-1.3235814571380615	1.653817892074585	-0.35648980736732483	0.41464173793792725	-0.020437108352780342	-0.00650922954082489	0.6399028897285461	-2.080684185028076	1.667016863822937	-0.4843958616256714	0.40050196647644043	0.008162237703800201	4.4289045333862305
0	72871	方正兰亭特黑扁简体	已	4	节	0.019279440864920616	-0.004504848271608353	0.29498758912086487	-0.7941532731056213	0.919996976852417	-0.17867660522460938	0.2123662680387497	0.025827186182141304	0.08703760802745819	0.5228379964828491	-1.333099126815796	1.4295599460601807	-0.34866276383399963	0.3465349078178406	-0.00536186620593071	-0.04966959357261658	0.639177680015564	-1.659764289855957	1.962867259979248	-0.4350873827934265	0.40661388635635376	0.007985653355717659	4.277315139770508
0	72871	方正兰亭特黑扁简体	已	5	玉	0.026009462773799896	0.00499904528260231	0.33265259861946106	-0.8338688611984253	1.0597282648086548	-0.20750072598457336	0.24231241643428802	0.01210265327244997	-0.0012695775367319584	0.6071649193763733	-1.6230254173278809	1.6761083602905273	-0.4329546093940735	0.44232937693595886	-0.029567856341600418	-0.07023469358682632	0.6950865983963013	-1.7893257141113281	1.9541157484054565	-0.5571451187133789	0.4288959801197052	0.007486146409064531	4.49651575088501
1	280190	方正超粗黑简体	涝	0	斋	-0.013414903543889523	-0.02624569460749626	0.35428935289382935	-1.0593637228012085	1.3283953666687012	-0.23968161642551422	0.19160129129886627	0.017718754708766937	0.005243197083473206	0.5064810514450073	-1.3360919952392578	1.2069594860076904	-0.31476759910583496	0.36682185530662537	-0.10418376326560974	-0.072774738073349	0.6505182981491089	-1.774442195892334	1.4485725164413452	-0.5281351804733276	0.3419990539550781	0.00887877494096756	4.310618877410889
1	280190	方正超粗黑简体	涝	1	厅	-0.008702350780367851	-0.009346405044198036	0.31939420104026794	-0.9418572783470154	1.0710996389389038	-0.20675112307071686	0.17284329235553741	0.021561995148658752	0.0230942964553833	0.48606592416763306	-1.2430024147033691	1.3291680812835693	-0.2880960702896118	0.35286176204681396	-0.040826376527547836	-0.07899697870016098	0.6922580003738403	-1.877465009689331	2.050126791000366	-0.5393261313438416	0.44852039217948914	0.008790952153503895	4.349449157714844
1	280190	方正超粗黑简体	涝	2	甩	-0.018079839646816254	-0.023244522511959076	0.3866148293018341	-1.086336612701416	1.3725762367248535	-0.2756468653678894	0.2034524381160736	0.018263747915625572	0.009167050942778587	0.5279625654220581	-1.2689337730407715	1.3334369659423828	-0.3383256196975708	0.38869982957839966	-0.08396823704242706	-0.11180427670478821	0.7415599822998047	-2.0064499378204346	1.7350035905838013	-0.5914630889892578	0.43035629391670227	0.00803263671696186	4.33773136138916
1	280190	方正超粗黑简体	涝	3	墅	-0.02303646132349968	-0.057981010526418686	0.4223240613937378	-1.3288171291351318	1.37590754032135	-0.30549973249435425	0.27616170048713684	0.03371196240186691	0.04788212850689888	0.5484194755554199	-1.5990581512451172	1.2964457273483276	-0.29741013050079346	0.3489006757736206	-0.13338026404380798	-0.1601475477218628	0.6959511637687683	-1.751874327659607	1.5551270246505737	-0.6136047840118408	0.3450337052345276	0.006149669643491507	4.474325180053711
