sample_index	font	target_char	style_chars	value_cosine_offdiag_mean	value_cosine_offdiag_median	value_cosine_offdiag_std	value_cosine_offdiag_min	value_cosine_offdiag_max	value_cosine_offdiag_q1	value_cosine_offdiag_q3	context_cosine_offdiag_mean	context_cosine_offdiag_median	context_cosine_offdiag_std	context_cosine_offdiag_min	context_cosine_offdiag_max	context_cosine_offdiag_q1	context_cosine_offdiag_q3	raw_style_token_cosine_offdiag_mean	raw_style_token_cosine_offdiag_median	raw_style_token_cosine_offdiag_std	raw_style_token_cosine_offdiag_min	raw_style_token_cosine_offdiag_max	raw_style_token_cosine_offdiag_q1	raw_style_token_cosine_offdiag_q3
10476	方正字汇-快乐海涛体 简	雌	唱,了,笆,刃,节,击	0.8811538815498352	0.8921208381652832	0.06831768900156021	0.7131282091140747	0.9565703868865967	0.8565479516983032	0.9327229261398315	0.8807239532470703	0.8870126008987427	0.04846959188580513	0.7859281301498413	0.9434364438056946	0.8409395217895508	0.9304192662239075	0.9513865113258362	0.9581022262573242	0.03240123763680458	0.8724151849746704	0.9858472943305969	0.9337508678436279	0.9761771559715271
1824	STSONG	毯	非,匠,剿,圆,赵,蹭	0.9377768039703369	0.9377210736274719	0.02403237484395504	0.8967772126197815	0.9752300381660461	0.914696455001831	0.9595755934715271	0.9081116914749146	0.9053844213485718	0.020706335082650185	0.8717751502990723	0.96029132604599	0.8963770270347595	0.9190645217895508	0.9598590731620789	0.9548619985580444	0.01674363575875759	0.9306703805923462	0.984580934047699	0.9472616910934448	0.9780340194702148
409	STFANGSO	蛤	鲫,苛,驱,夕,星,涉	0.8923670649528503	0.9283198118209839	0.08076141029596329	0.7464205026626587	0.9774989485740662	0.8012285232543945	0.9511086940765381	0.9102930426597595	0.9289665222167969	0.03879523277282715	0.8307645320892334	0.959526777267456	0.8679339289665222	0.9358310699462891	0.9393318295478821	0.9611375331878662	0.045853257179260254	0.8440037369728088	0.9901125431060791	0.9052402973175049	0.9705356359481812
12149	方正字迹-童体毛笔字体	蟀	炫,膏,蛤,巧,铡,芯	0.8395126461982727	0.8624534010887146	0.11521627753973007	0.5327976942062378	0.9540215730667114	0.7683826088905334	0.9330133199691772	0.8294380307197571	0.8406134247779846	0.0738823413848877	0.6318484544754028	0.9469001293182373	0.7842852473258972	0.8773016333580017	0.9107809066772461	0.9505765438079834	0.08016304671764374	0.7170993685722351	0.9832954406738281	0.8474836349487305	0.9724366664886475
4506	方正三宝体 简_Xian	邮	更,趾,众,包,卢,申	0.8897227048873901	0.9058082699775696	0.05571017786860466	0.8007330298423767	0.965591549873352	0.8337514400482178	0.9402212500572205	0.836506724357605	0.8776994943618774	0.0886753648519516	0.6818171739578247	0.9286403059959412	0.7263855338096619	0.9098297953605652	0.9443289041519165	0.9455414414405823	0.028887460008263588	0.9031075835227966	0.9884653091430664	0.9163877964019775	0.9699670672416687
4012	方正三宝体 简_Xian	窜	挥,氏,说,俱,二,呈	0.8289312124252319	0.928102970123291	0.1544552892446518	0.5553940534591675	0.9803471565246582	0.6703402400016785	0.9434827566146851	0.7438703179359436	0.8598549365997314	0.20872032642364502	0.39098620414733887	0.9412394762039185	0.5069126486778259	0.8987419605255127	0.9104211926460266	0.9593287110328674	0.08086637407541275	0.7748674154281616	0.9910077452659607	0.828244686126709	0.971126139163971
3657	方正FW童趣POP体 简	鬓	棠,妒,灭,俱,渗,驱	0.8517077565193176	0.8530226945877075	0.03900391235947609	0.7602485418319702	0.9350565671920776	0.829861044883728	0.874866247177124	0.7524493336677551	0.7772782444953918	0.058080486953258514	0.6610729694366455	0.8435308933258057	0.6939627528190613	0.7886456847190857	0.9317036867141724	0.9361018538475037	0.02090447209775448	0.8832013607025146	0.9658611416816711	0.9163686037063599	0.9445335865020752
2286	STXIHEI	饿	趾,默,固,洲,垒,亮	0.8925857543945312	0.9082393646240234	0.03918832540512085	0.7963125705718994	0.935750424861908	0.8595708012580872	0.9272693991661072	0.889309287071228	0.8896280527114868	0.027496492490172386	0.8373008966445923	0.9347999095916748	0.866135835647583	0.9113172292709351	0.9242059588432312	0.9337165355682373	0.028183799237012863	0.8561630249023438	0.9630559086799622	0.901593029499054	0.9474908113479614
12066	方正字迹-童体毛笔字体	啊	人,捶,泻,恤,宁,弧	0.840561032295227	0.8519008755683899	0.08221554011106491	0.6363687515258789	0.9629421830177307	0.7932230234146118	0.9011622667312622	0.7492081522941589	0.7666661739349365	0.06910062581300735	0.5827429294586182	0.8519381880760193	0.7299076318740845	0.782343864440918	0.9252566695213318	0.9261075258255005	0.03937841206789017	0.8306747078895569	0.9888842701911926	0.9035637974739075	0.9545472860336304
1679	STSONG	鹊	伤,壮,趟,沿,草,欢	0.9137758612632751	0.9192018508911133	0.043031658977270126	0.8304710984230042	0.9703625440597534	0.8836248517036438	0.9476779699325562	0.9382064938545227	0.9309666156768799	0.01680564321577549	0.9129304885864258	0.9699162244796753	0.927196204662323	0.9508674740791321	0.9359724521636963	0.9483869075775146	0.03645262494683266	0.8617605566978455	0.9823525547981262	0.9096267223358154	0.9713485240936279
