sample_pos	sample_index	font	target_char	ref_idx	style_char	value_mean	value_median	value_std	value_min	value_max	value_q1	value_q3	context_mean	context_median	context_std	context_min	context_max	context_q1	context_q3	raw_style_token_mean	raw_style_token_median	raw_style_token_std	raw_style_token_min	raw_style_token_max	raw_style_token_q1	raw_style_token_q3	same_position_mass	attention_entropy
0	10476	方正字汇-快乐海涛体 简	雌	0	唱	0.019174646586179733	0.030754655599594116	0.29271695017814636	-0.7760140299797058	0.8637309074401855	-0.17698808014392853	0.21151235699653625	0.052610620856285095	0.03229159489274025	0.7251664400100708	-2.0637781620025635	2.315098762512207	-0.43949538469314575	0.5499204993247986	0.003522053360939026	0.020927153527736664	0.6182875633239746	-1.8141131401062012	1.4467053413391113	-0.39864879846572876	0.484991192817688	0.0065577058121562	4.344944000244141
0	10476	方正字汇-快乐海涛体 简	雌	1	了	0.021386828273534775	0.026630349457263947	0.31235823035240173	-0.9003630876541138	0.9254109859466553	-0.19687893986701965	0.24612829089164734	0.0069167762994766235	0.009728764183819294	0.35576140880584717	-1.033668041229248	1.039459466934204	-0.2217138707637787	0.2750561237335205	0.1012556403875351	0.07106230407953262	1.0037956237792969	-3.148350715637207	2.7858545780181885	-0.5690317153930664	0.7670666575431824	0.0066220685839653015	4.400760650634766
0	10476	方正字汇-快乐海涛体 简	雌	2	笆	0.022243155166506767	0.047869663685560226	0.2970343828201294	-0.8427726030349731	0.7872527837753296	-0.17075274884700775	0.22347718477249146	0.03531317412853241	0.039121322333812714	0.7255802750587463	-2.293543815612793	2.0580902099609375	-0.5047873854637146	0.5480961203575134	-0.0020644813776016235	0.02410806715488434	0.6424551010131836	-1.890097975730896	1.6213734149932861	-0.42077890038490295	0.4902971386909485	0.006375003140419722	4.272654056549072
0	10476	方正字汇-快乐海涛体 简	雌	3	刃	0.017539698630571365	0.023301811888813972	0.30433523654937744	-0.9961040019989014	0.8381810188293457	-0.18255358934402466	0.23046743869781494	0.012530806474387646	0.02549576386809349	0.5033157467842102	-1.3715770244598389	1.602541208267212	-0.34890246391296387	0.350464403629303	0.061482518911361694	0.05967322364449501	0.8174256086349487	-2.2959978580474854	2.120457649230957	-0.45459407567977905	0.6640233993530273	0.0065915025770664215	4.4256510734558105
0	10476	方正字汇-快乐海涛体 简	雌	4	节	0.02343415655195713	0.027400385588407516	0.2758724093437195	-0.8352969884872437	0.7948682308197021	-0.17754201591014862	0.2236628532409668	0.02119568921625614	0.014800035394728184	0.5556955933570862	-1.9774622917175293	1.6684155464172363	-0.38540515303611755	0.36212170124053955	0.05593924969434738	0.07033827900886536	0.7960571646690369	-2.37600040435791	2.1205027103424072	-0.47170892357826233	0.6082714796066284	0.006750346627086401	4.285527229309082
0	10476	方正字汇-快乐海涛体 简	雌	5	击	0.020554477348923683	0.03742734715342522	0.29562485218048096	-0.9247021675109863	0.8974666595458984	-0.200875923037529	0.22095514833927155	0.027654428035020828	0.0040018558502197266	0.7240797281265259	-2.294788360595703	2.2448067665100098	-0.47986507415771484	0.5299804210662842	0.02740681730210781	0.026503711938858032	0.748676061630249	-2.119419574737549	1.8937554359436035	-0.46021220088005066	0.5946730971336365	0.006173893343657255	4.2840375900268555
1	1824	STSONG	毯	0	非	0.010919051244854927	-0.01911504939198494	0.3056263327598572	-0.7762466669082642	0.8011828660964966	-0.22043773531913757	0.22904294729232788	0.0012465231120586395	0.025601979345083237	0.48417362570762634	-1.9491698741912842	1.3845198154449463	-0.2982877194881439	0.2989344596862793	-0.022666001692414284	0.027935944497585297	0.6089003086090088	-1.8510011434555054	1.5357847213745117	-0.4820188283920288	0.37868282198905945	0.007199808023869991	4.09811544418335
1	1824	STSONG	毯	1	匠	0.0160710196942091	0.008297599852085114	0.3197879195213318	-0.6447755098342896	0.863440752029419	-0.22228030860424042	0.22912266850471497	-0.0028872275725007057	0.015819285064935684	0.5177182555198669	-2.265331745147705	1.709803581237793	-0.3588048815727234	0.3125717043876648	-0.02433650940656662	-0.019463226199150085	0.6286401748657227	-2.0928046703338623	1.7574191093444824	-0.4027019441127777	0.4221128821372986	0.006484195590019226	4.218780994415283
1	1824	STSONG	毯	2	剿	0.00433050561696291	0.0016047051176428795	0.32334110140800476	-0.8169933557510376	0.859186053276062	-0.22566962242126465	0.24957019090652466	0.0011081714183092117	0.0390457846224308	0.5676645636558533	-2.9631195068359375	1.5502848625183105	-0.33315566182136536	0.3448362350463867	-0.032030679285526276	-0.012369684875011444	0.5938650965690613	-2.07685923576355	1.3559460639953613	-0.4520173966884613	0.4702529311180115	0.007260579150170088	4.158681392669678
1	1824	STSONG	毯	3	圆	0.014136887155473232	-0.01615263521671295	0.3455792963504791	-0.7369258403778076	1.0065370798110962	-0.25921523571014404	0.2736288607120514	0.009622087702155113	0.014683013781905174	0.5241394639015198	-2.6721160411834717	1.5091410875320435	-0.30078399181365967	0.3172665536403656	-0.02442159876227379	-0.029886245727539062	0.6450640559196472	-2.064582347869873	1.7007274627685547	-0.4470670223236084	0.461422860622406	0.006278681568801403	4.10214376449585
1	1824	STSONG	毯	4	赵	0.005493996664881706	-0.006559969857335091	0.28699052333831787	-0.795965850353241	0.8118441104888916	-0.19906771183013916	0.22565427422523499	0.008176111616194248	-0.0029645031318068504	0.45637062191963196	-2.0206542015075684	1.3237762451171875	-0.2772447168827057	0.316021203994751	-0.04749009758234024	-0.02202596515417099	0.5354326367378235	-2.1042537689208984	1.3652839660644531	-0.40166744589805603	0.3417350947856903	0.009671330451965332	4.190679550170898
1	1824	STSONG	毯	5	蹭	0.009619549848139286	0.008218318223953247	0.3177407383918762	-0.7244890928268433	0.8857267498970032	-0.23694516718387604	0.23605245351791382	0.015184769406914711	0.03242085129022598	0.5225079655647278	-2.338552474975586	1.3609473705291748	-0.2776319980621338	0.3786815106868744	-0.054810889065265656	-0.04024067893624306	0.547548770904541	-1.9292678833007812	1.2339199781417847	-0.44344377517700195	0.3802124857902527	0.006890179123729467	4.175865173339844
2	409	STFANGSO	蛤	0	鲫	0.026843586936593056	0.0446590892970562	0.3067348301410675	-0.8038670420646667	0.8609535098075867	-0.18922065198421478	0.2322685271501541	-0.0016980553045868874	-0.023171180859208107	0.5158730745315552	-1.664163589477539	1.5673776865005493	-0.33225083351135254	0.38288503885269165	-0.027957212179899216	0.00045720115303993225	0.568903923034668	-1.6926891803741455	1.360563039779663	-0.4247264266014099	0.40972691774368286	0.008812847547233105	4.114673137664795
2	409	STFANGSO	蛤	1	苛	0.03020801581442356	0.05455867201089859	0.314013808965683	-0.7860929369926453	1.0571825504302979	-0.16524049639701843	0.2294566035270691	0.008463103324174881	-0.0016887122765183449	0.550661563873291	-1.6588134765625	1.524455189704895	-0.3489620089530945	0.3853605389595032	-0.03024754673242569	0.0026767030358314514	0.6117815971374512	-1.6026830673217773	1.4978276491165161	-0.46455395221710205	0.3918285667896271	0.0073259263299405575	4.017515182495117
2	409	STFANGSO	蛤	2	驱	0.021852923557162285	0.03417838364839554	0.3017123341560364	-0.8246215581893921	0.8962655663490295	-0.1973719298839569	0.23475171625614166	0.0054837558418512344	-0.015364768914878368	0.5090039968490601	-1.6792420148849487	1.48013174533844	-0.327992707490921	0.34783169627189636	-0.0408044196665287	0.010691739618778229	0.550443708896637	-1.8283555507659912	1.402227759361267	-0.4497057795524597	0.34601810574531555	0.008879071101546288	4.2205352783203125
2	409	STFANGSO	蛤	3	夕	0.027908632531762123	0.028648903593420982	0.29830193519592285	-0.6533106565475464	1.017494797706604	-0.1678754985332489	0.21870794892311096	0.009782131761312485	0.01010894775390625	0.3702782392501831	-1.069737195968628	0.9969383478164673	-0.2551290690898895	0.2499539703130722	0.059589192271232605	0.0809418112039566	0.8214845061302185	-2.3968594074249268	2.161433458328247	-0.5126737356185913	0.6472426056861877	0.006329376250505447	4.1020612716674805
2	409	STFANGSO	蛤	4	星	0.032690320163965225	0.055434852838516235	0.308881014585495	-0.8451892733573914	1.0455588102340698	-0.17951840162277222	0.2483043670654297	0.009828843176364899	-0.048859383910894394	0.5091186165809631	-1.6439895629882812	1.5750380754470825	-0.32515400648117065	0.3453468978404999	-0.04038110002875328	-0.013820534572005272	0.6120308041572571	-1.7126097679138184	1.4836344718933105	-0.4823482036590576	0.3947305679321289	0.007320894859731197	4.152793884277344
2	409	STFANGSO	蛤	5	涉	0.021790314465761185	0.03361858054995537	0.29277902841567993	-0.7439550161361694	1.024422526359558	-0.17461158335208893	0.22420483827590942	0.006264287978410721	0.0016815317794680595	0.5145596861839294	-1.6863923072814941	1.4905222654342651	-0.35064250230789185	0.3500325381755829	-0.013639629818499088	0.051252223551273346	0.6021649241447449	-1.8083925247192383	1.3116507530212402	-0.43240123987197876	0.4316466152667999	0.008758734911680222	4.161786079406738
3	12149	方正字迹-童体毛笔字体	蟀	0	炫	0.022097349166870117	0.04295078292489052	0.2677919566631317	-0.7323505282402039	1.0092685222625732	-0.16202139854431152	0.20672819018363953	-0.009694192558526993	-0.03439677879214287	0.5502369403839111	-1.455306887626648	1.7113149166107178	-0.40687525272369385	0.3443666398525238	-0.009041478857398033	0.01444329135119915	0.5705404281616211	-1.8229930400848389	1.5565918684005737	-0.38358765840530396	0.35233986377716064	0.007208402268588543	4.532445907592773
