sample_pos	sample_index	font	target_char	group_idx	style_chars	normal_vs_trimmed_cosine	l1	rmse	max_abs	relative_l1_to_normal_abs_mean
10	19765	SourceHanSansCN-Light#1	谱	2	枢笆苫惑批华	0.9988975524902344	0.03196365013718605	0.04445121809840202	0.2793477177619934	0.04534631967544556
10	19765	SourceHanSansCN-Light#1	谱	3	泣苗弹蟀毛帅	0.9983922839164734	0.04061505198478699	0.0566900335252285	0.4160914421081543	0.0575399287045002
10	19765	SourceHanSansCN-Light#1	谱	4	黄舀矗拄纯抵	0.9988219738006592	0.03426389396190643	0.04780936241149902	0.3302205204963684	0.048383910208940506
10	19765	SourceHanSansCN-Light#1	谱	5	命哄睡谨翻串	0.9991047382354736	0.030339188873767853	0.040803562849760056	0.2900797128677368	0.04229697957634926
10	19765	SourceHanSansCN-Light#1	谱	6	码会凸纤蕊热	0.9984755516052246	0.0353279784321785	0.047356847673654556	0.3006591796875	0.056220222264528275
10	19765	SourceHanSansCN-Light#1	谱	7	嫌他翘昆畏鹉	0.9990968704223633	0.029953503981232643	0.04030448570847511	0.293701171875	0.042749032378196716
11	151321	方正快盈体 简繁 ExtraBold	细	0	逃圆窜娩巷帮	0.9982813000679016	0.029267357662320137	0.039022453129291534	0.248291015625	0.05669267475605011
11	151321	方正快盈体 简繁 ExtraBold	细	1	君贝杀身涉掷	0.9979572296142578	0.031637199223041534	0.04208298400044441	0.2498880922794342	0.06177844852209091
11	151321	方正快盈体 简繁 ExtraBold	细	2	书县逼雁溯另	0.9978954792022705	0.032417796552181244	0.04384308308362961	0.3022053837776184	0.06283844262361526
11	151321	方正快盈体 简繁 ExtraBold	细	3	惋孔沪刽旭呈	0.998479962348938	0.02686566859483719	0.03559988737106323	0.2121174931526184	0.05351098254323006
11	151321	方正快盈体 简繁 ExtraBold	细	4	糕仓芒旦扯取	0.9982896447181702	0.030573176220059395	0.04140164703130722	0.3605703115463257	0.05695986747741699
11	151321	方正快盈体 简繁 ExtraBold	细	5	桦牌虹玉鲫义	0.9974201321601868	0.03520740941166878	0.047693882137537	0.3179931640625	0.07287713885307312
11	151321	方正快盈体 简繁 ExtraBold	细	6	吟受旭济羽哪	0.9965288639068604	0.03733924403786659	0.050674404948949814	0.35174560546875	0.08009526133537292
11	151321	方正快盈体 简繁 ExtraBold	细	7	妒既巾穴培仆	0.9980196356773376	0.029770782217383385	0.039778195321559906	0.3382161855697632	0.06102479249238968
12	212058	方正盈利体简体 Medium	吧	0	肴性丁入拴饥	0.9982274770736694	0.03605099022388458	0.04872438311576843	0.31770849227905273	0.059317730367183685
12	212058	方正盈利体简体 Medium	吧	1	鱼印舱酱样阶	0.9983668923377991	0.033245280385017395	0.04536965489387512	0.332763671875	0.054811786860227585
12	212058	方正盈利体简体 Medium	吧	2	歹贝歪哪黔豆	0.9988444447517395	0.029644392430782318	0.039105962961912155	0.2075907438993454	0.04688806086778641
12	212058	方正盈利体简体 Medium	吧	3	诀苞念巡西溺	0.9988716840744019	0.030548837035894394	0.04090600460767746	0.22713220119476318	0.045713916420936584
12	212058	方正盈利体简体 Medium	吧	4	串川溯伯伶否	0.9979297518730164	0.0373070053756237	0.051461976021528244	0.3651937246322632	0.06231056898832321
12	212058	方正盈利体简体 Medium	吧	5	向绘伤穴瓤恰	0.9988195896148682	0.02892295829951763	0.038665950298309326	0.2764078378677368	0.046337030827999115
12	212058	方正盈利体简体 Medium	吧	6	亮尔灵黑抠嘉	0.9988989233970642	0.028554465621709824	0.03969515860080719	0.3906657099723816	0.042923703789711
12	212058	方正盈利体简体 Medium	吧	7	锥渺政闷灵呆	0.9987927079200745	0.031056998297572136	0.041566625237464905	0.2844441831111908	0.047218021005392075
13	161051	方正新综艺黑 简	忆	0	伸谬芒铝昏芝	0.9983025193214417	0.034273311495780945	0.045830581337213516	0.3083953857421875	0.05942899361252785
13	161051	方正新综艺黑 简	忆	1	果企慨沧巴卤	0.9987356066703796	0.031528256833553314	0.0422186441719532	0.22395837306976318	0.049725908786058426
13	161051	方正新综艺黑 简	忆	2	哑节粥航摔磁	0.9976940155029297	0.03974996507167816	0.055288948118686676	0.35343432426452637	0.06696422398090363
13	161051	方正新综艺黑 简	忆	3	昏衅癌电巧让	0.9983571767807007	0.03387254476547241	0.04537814110517502	0.3185882568359375	0.057246409356594086
13	161051	方正新综艺黑 简	忆	4	旨涉帅码合观	0.9991164803504944	0.02683093398809433	0.035767484456300735	0.28070068359375	0.0417630709707737
13	161051	方正新综艺黑 简	忆	5	典聪煮腿血叹	0.9989460706710815	0.02948295697569847	0.04008670151233673	0.2984619140625	0.04553484544157982
13	161051	方正新综艺黑 简	忆	6	旁市舀煮驹定	0.9987941980361938	0.029749026522040367	0.04046306386590004	0.3028462827205658	0.04812057688832283
13	161051	方正新综艺黑 简	忆	7	溺仑苟廉夕淤	0.9986498951911926	0.03130915015935898	0.04161419719457626	0.26416015625	0.051848024129867554
14	146598	方正彩源体简体	默	0	困欢扇合廉济	0.998755693435669	0.027422482147812843	0.03621615469455719	0.22843432426452637	0.04889602214097977
14	146598	方正彩源体简体	默	1	观耳跳彰澳剑	0.9982219934463501	0.0304137971252203	0.040816038846969604	0.3187577724456787	0.05760157108306885
14	146598	方正彩源体简体	默	2	逾惦茸刽灭立	0.9975366592407227	0.03679981082677841	0.050613079220056534	0.35361742973327637	0.06910952180624008
14	146598	方正彩源体简体	默	3	世刷政吼典柠	0.999161958694458	0.02296043559908867	0.03075438179075718	0.3002115488052368	0.0393020436167717
14	146598	方正彩源体简体	默	4	趴裕洛丛矗西	0.9985106587409973	0.028781816363334656	0.03834777697920799	0.2392781674861908	0.05270068347454071
14	146598	方正彩源体简体	默	5	少哩且擒壮睡	0.9985754489898682	0.027920931577682495	0.03816442936658859	0.388671875	0.050919145345687866
14	146598	方正彩源体简体	默	6	鸟昏归店峡们	0.9988707304000854	0.026606360450387	0.03582991659641266	0.2513021230697632	0.04615797847509384
14	146598	方正彩源体简体	默	7	部油塔偶尽山	0.9992191791534424	0.022033169865608215	0.029378991574048996	0.19368481636047363	0.03798103705048561
15	284488	方正风入松体 简	但	0	政上工前浴胚	0.9988733530044556	0.026654209941625595	0.035383958369493484	0.25531005859375	0.04635752737522125
15	284488	方正风入松体 简	但	1	市昼众盐忠耻	0.9981850385665894	0.03519687056541443	0.05104571580886841	0.41054797172546387	0.060846827924251556
15	284488	方正风入松体 简	但	2	巧己雨河乖职	0.9987829923629761	0.028111865743994713	0.037488166242837906	0.24042260646820068	0.04861630126833916
15	284488	方正风入松体 简	但	3	逆吨贤倘苫坐	0.9992554187774658	0.022395631298422813	0.030028484761714935	0.2508544921875	0.03733851760625839
15	284488	方正风入松体 简	但	4	入爪谜脸吨团	0.9967931509017944	0.045132994651794434	0.06501150131225586	0.45345044136047363	0.09280282258987427
15	284488	方正风入松体 简	但	5	儡缸它卤当羊	0.9987692832946777	0.02821085974574089	0.03763364255428314	0.2838541865348816	0.0490618459880352
15	284488	方正风入松体 简	但	6	照遗作怯岳爽	0.9991195201873779	0.02425999566912651	0.032529331743717194	0.24365234375	0.04067961499094963
15	284488	方正风入松体 简	但	7	悄污合懦炒抓	0.9984868764877319	0.029073357582092285	0.03937586396932602	0.28291821479797363	0.053689610213041306
16	5514	MiSans-ExtraLight	泛	0	星月苗眉厘沿	0.9982255101203918	0.03617972135543823	0.05073981359601021	0.384033203125	0.05783645808696747
16	5514	MiSans-ExtraLight	泛	1	临瓤旺冷拾仙	0.9986028671264648	0.03371810168027878	0.04510848969221115	0.2526448667049408	0.05464770272374153
16	5514	MiSans-ExtraLight	泛	2	迁盐不旋噩让	0.9986015558242798	0.03250603377819061	0.043679364025592804	0.27801060676574707	0.053480152040719986
16	5514	MiSans-ExtraLight	泛	3	三批阱诊歧迟	0.9958964586257935	0.06337374448776245	0.09177106618881226	0.7610678672790527	0.10855956375598907
16	5514	MiSans-ExtraLight	泛	4	阵丛羔刷碟塌	0.9991002678871155	0.027791257947683334	0.0372791588306427	0.28531908988952637	0.041875019669532776
16	5514	MiSans-ExtraLight	泛	5	诀鄙茁艾已吁	0.9988728761672974	0.02894645184278488	0.03945872560143471	0.2996928095817566	0.04666174575686455
16	5514	MiSans-ExtraLight	泛	6	牌终盅蛆儿隔	0.9981726408004761	0.03630495071411133	0.04985124617815018	0.42805981636047363	0.060672976076602936
16	5514	MiSans-ExtraLight	泛	7	姜鄙吁化经聊	0.9986599683761597	0.03127351403236389	0.042662132531404495	0.37923169136047363	0.05124374479055405
17	107941	方正字汇-小组长体 简	无	0	沾志草且曾咕	0.9969914555549622	0.04060426726937294	0.05503536015748978	0.3019612729549408	0.07359090447425842
17	107941	方正字汇-小组长体 简	无	1	丁矗备尽曲燃	0.9978190064430237	0.0333138182759285	0.0439201258122921	0.23588061332702637	0.06478588283061981
17	107941	方正字汇-小组长体 简	无	2	愕宇乓晶箭典	0.9979538917541504	0.034397587180137634	0.04564753919839859	0.255126953125	0.06198696047067642
17	107941	方正字汇-小组长体 简	无	3	回昆抓弧斋码	0.9963796734809875	0.043062787503004074	0.05956527963280678	0.3452555537223816	0.08085495978593826
17	107941	方正字汇-小组长体 简	无	4	尚茴缰音巷隔	0.9983083009719849	0.03162168711423874	0.04124705493450165	0.2501627206802368	0.057070761919021606
17	107941	方正字汇-小组长体 简	无	5	亦巾了反间贝	0.9976234436035156	0.03296610713005066	0.04348842799663544	0.2848714590072632	0.0678350105881691
17	107941	方正字汇-小组长体 简	无	6	子留肥烂埂险	0.9980419278144836	0.033644966781139374	0.04401129484176636	0.2165721207857132	0.06115473061800003
17	107941	方正字汇-小组长体 简	无	7	会验果烹挖允	0.9976145029067993	0.03593749552965164	0.047152016311883926	0.2429707944393158	0.0676695704460144
18	257873	方正藏体简体	唱	0	继泌叶配垂卢	0.9980588555335999	0.029502011835575104	0.03886713832616806	0.1951497197151184	0.060502298176288605
18	257873	方正藏体简体	唱	1	正县蕊御出洛	0.9986660480499268	0.024737093597650528	0.032431405037641525	0.1754963994026184	0.04917765408754349
18	257873	方正藏体简体	唱	2	宇遵署址歹缨	0.9983227849006653	0.02795349806547165	0.0369344986975193	0.2394307553768158	0.0548875592648983
18	257873	方正藏体简体	唱	3	鬼纫纵燕逊痊	0.9982773065567017	0.027447208762168884	0.03733498603105545	0.317047119140625	0.054409418255090714
18	257873	方正藏体简体	唱	4	菇昔吆懦巢沿	0.9986004829406738	0.026835765689611435	0.03609378635883331	0.22448062896728516	0.04959990456700325
18	257873	方正藏体简体	唱	5	定惦爆似逃宁	0.9973592758178711	0.03425127640366554	0.0465787798166275	0.2847086191177368	0.0717649981379509
18	257873	方正藏体简体	唱	6	水簿疙似吕沧	0.9972490668296814	0.03393883258104324	0.04560589790344238	0.2696939706802368	0.07213688641786575
18	257873	方正藏体简体	唱	7	服爆阳丁豆悠	0.9983384609222412	0.02888813242316246	0.038702450692653656	0.236328125	0.05598515644669533
19	177543	方正楼兰体 简 ExtraBold	拄	0	箕艾伍它蛮忙	0.9991077780723572	0.023433707654476166	0.03080108016729355	0.21842193603515625	0.04109271615743637
19	177543	方正楼兰体 简 ExtraBold	拄	1	草蛔昏众翻斋	0.9978119730949402	0.03191452473402023	0.04227873682975769	0.3014323115348816	0.06457163393497467
19	177543	方正楼兰体 简 ExtraBold	拄	2	心岗酬垃无市	0.9984342455863953	0.028661176562309265	0.03954015672206879	0.3937174677848816	0.05293651297688484
19	177543	方正楼兰体 简 ExtraBold	拄	3	首我匠早逾门	0.9978603720664978	0.03317919000983238	0.04506995528936386	0.2879232168197632	0.06436876952648163
19	177543	方正楼兰体 简 ExtraBold	拄	4	合仑轴羔跳多	0.9972649812698364	0.037320174276828766	0.05153869837522507	0.385986328125	0.07404086738824844
19	177543	方正楼兰体 简 ExtraBold	拄	5	位阶晌冒蚯氏	0.9982391595840454	0.03016500174999237	0.04119792953133583	0.3258056640625	0.056737810373306274
19	177543	方正楼兰体 简 ExtraBold	拄	6	踊咒代巧紊炒	0.9971612095832825	0.03411126881837845	0.04538581147789955	0.2790069580078125	0.07213423401117325
19	177543	方正楼兰体 简 ExtraBold	拄	7	苟羽幽检凛印	0.9973551630973816	0.037158332765102386	0.050222668796777725	0.29669189453125	0.07294174283742905
